Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste vindkast (døgn);Middel av middelvind fra hovedobs. (døgn)
Oslo - Blindern;SN18700;11.08.1976;1022,9;-;2,1
Oslo - Blindern;SN18700;12.08.1976;1021,2;-;1
Oslo - Blindern;SN18700;13.08.1976;1021,3;-;1,9
Oslo - Blindern;SN18700;14.08.1976;1022,3;-;1,7
Oslo - Blindern;SN18700;15.08.1976;1021,9;-;2,4
Oslo - Blindern;SN18700;16.08.1976;1021,8;-;1,4
Oslo - Blindern;SN18700;17.08.1976;1020,4;-;1
Oslo - Blindern;SN18700;18.08.1976;1022,6;-;3,1
Oslo - Blindern;SN18700;19.08.1976;1023;-;3,1
Oslo - Blindern;SN18700;20.08.1976;1022,8;-;4,8
Oslo - Blindern;SN18700;21.08.1976;1027,9;-;1,4
Oslo - Blindern;SN18700;22.08.1976;1026,4;-;1,7
Oslo - Blindern;SN18700;23.08.1976;1021,2;-;2,4
Oslo - Blindern;SN18700;24.08.1976;1017,1;-;2,1
Oslo - Blindern;SN18700;25.08.1976;1015,6;-;1,2
Oslo - Blindern;SN18700;26.08.1976;1017,5;-;5,7
Oslo - Blindern;SN18700;27.08.1976;1026,6;-;4,5
Oslo - Blindern;SN18700;28.08.1976;1028,6;-;0,7
Oslo - Blindern;SN18700;29.08.1976;1020,9;-;1
Oslo - Blindern;SN18700;30.08.1976;1006,2;-;2,2
Oslo - Blindern;SN18700;31.08.1976;1001,9;-;3,8
Oslo - Blindern;SN18700;01.09.1976;991,4;-;4,5
Oslo - Blindern;SN18700;02.09.1976;1001,1;-;2,6
Oslo - Blindern;SN18700;03.09.1976;1004,4;-;2,7
Oslo - Blindern;SN18700;04.09.1976;1011,1;-;1,9
Oslo - Blindern;SN18700;05.09.1976;1015,7;-;2,1
Oslo - Blindern;SN18700;06.09.1976;1012;-;4,8
Oslo - Blindern;SN18700;07.09.1976;1010;-;5,5
Oslo - Blindern;SN18700;08.09.1976;1011,4;-;2
Oslo - Blindern;SN18700;09.09.1976;1004,8;-;4,5
Oslo - Blindern;SN18700;10.09.1976;987,2;-;2,1
Oslo - Blindern;SN18700;11.09.1976;998,4;-;2,1
Oslo - Blindern;SN18700;12.09.1976;1012,1;-;2,4
Oslo - Blindern;SN18700;13.09.1976;1009,2;-;1,7
Oslo - Blindern;SN18700;14.09.1976;1005,1;-;3,8
Oslo - Blindern;SN18700;15.09.1976;1009,8;-;3,6
Oslo - Blindern;SN18700;16.09.1976;1019;-;2,4
Oslo - Blindern;SN18700;17.09.1976;1024,4;-;5,3
Oslo - Blindern;SN18700;18.09.1976;1028,7;-;3,1
Oslo - Blindern;SN18700;19.09.1976;1031,3;-;0,2
Oslo - Blindern;SN18700;20.09.1976;1031,3;-;0,7
Oslo - Blindern;SN18700;21.09.1976;1032,8;-;1
Oslo - Blindern;SN18700;22.09.1976;1032,6;-;1,6
Oslo - Blindern;SN18700;23.09.1976;1026,1;-;0,7
Oslo - Blindern;SN18700;24.09.1976;1018,5;-;0,7
Oslo - Blindern;SN18700;25.09.1976;1018,9;-;1,7
Oslo - Blindern;SN18700;26.09.1976;1017,7;-;1
Oslo - Blindern;SN18700;27.09.1976;1012,1;-;2,4
Oslo - Blindern;SN18700;28.09.1976;1017,2;-;4,8
Oslo - Blindern;SN18700;29.09.1976;1025,8;-;2,8
Oslo - Blindern;SN18700;30.09.1976;1029,3;-;2,1
Oslo - Blindern;SN18700;01.10.1976;1024,2;-;1,7
Oslo - Blindern;SN18700;02.10.1976;1024;-;2,1
Oslo - Blindern;SN18700;03.10.1976;1018,5;-;2,9
Oslo - Blindern;SN18700;04.10.1976;1012,9;-;3,1
Oslo - Blindern;SN18700;05.10.1976;1009,2;-;3,1
Oslo - Blindern;SN18700;06.10.1976;1007,7;-;2,4
Oslo - Blindern;SN18700;07.10.1976;1000,4;-;4,3
Oslo - Blindern;SN18700;08.10.1976;1007,8;-;2,1
Oslo - Blindern;SN18700;09.10.1976;1011,9;-;1,4
Oslo - Blindern;SN18700;10.10.1976;1010,1;-;1
Oslo - Blindern;SN18700;11.10.1976;1008,4;-;0,7
Oslo - Blindern;SN18700;12.10.1976;1002,6;-;4,1
Oslo - Blindern;SN18700;13.10.1976;1010,2;-;8,6
Oslo - Blindern;SN18700;14.10.1976;1015,7;-;6,8
Oslo - Blindern;SN18700;15.10.1976;1018,4;-;5,1
Oslo - Blindern;SN18700;16.10.1976;1021,7;-;4,3
Oslo - Blindern;SN18700;17.10.1976;1023,1;-;3,6
Oslo - Blindern;SN18700;18.10.1976;1021,3;-;4,6
Oslo - Blindern;SN18700;19.10.1976;1018,7;-;5,3
Oslo - Blindern;SN18700;20.10.1976;1019,7;-;3,4
Oslo - Blindern;SN18700;21.10.1976;1017,9;-;2,9
Oslo - Blindern;SN18700;22.10.1976;1012,2;-;2,4
Oslo - Blindern;SN18700;23.10.1976;1016,8;-;1,7
Oslo - Blindern;SN18700;24.10.1976;1013,5;-;2,4
Oslo - Blindern;SN18700;25.10.1976;1014,7;-;1,7
Oslo - Blindern;SN18700;26.10.1976;1015,8;-;2,8
Oslo - Blindern;SN18700;27.10.1976;1020,9;-;5,8
Oslo - Blindern;SN18700;28.10.1976;1022,7;-;4,6
Oslo - Blindern;SN18700;29.10.1976;1018,3;-;1,6
Oslo - Blindern;SN18700;30.10.1976;1011,4;-;1,4
Oslo - Blindern;SN18700;31.10.1976;1008,8;-;2,4
Oslo - Blindern;SN18700;01.11.1976;1007,9;-;2,2
Oslo - Blindern;SN18700;02.11.1976;1003,5;-;5,7
Oslo - Blindern;SN18700;03.11.1976;1006,6;-;5,9
Oslo - Blindern;SN18700;04.11.1976;1009,9;-;5
Oslo - Blindern;SN18700;05.11.1976;1003,8;-;3,4
Oslo - Blindern;SN18700;06.11.1976;1011,4;-;1,7
Oslo - Blindern;SN18700;07.11.1976;1007,1;-;5,3
Oslo - Blindern;SN18700;08.11.1976;1004,4;-;1
Oslo - Blindern;SN18700;09.11.1976;1007;-;1,4
Oslo - Blindern;SN18700;10.11.1976;1007;-;1,5
Oslo - Blindern;SN18700;11.11.1976;1003,9;-;6,5
Oslo - Blindern;SN18700;12.11.1976;1008,7;-;1
Oslo - Blindern;SN18700;13.11.1976;1023,3;-;0,3
Oslo - Blindern;SN18700;14.11.1976;1035,7;-;3,1
Oslo - Blindern;SN18700;15.11.1976;1037,7;-;2,8
Oslo - Blindern;SN18700;16.11.1976;1027,6;-;1,2
Oslo - Blindern;SN18700;17.11.1976;1034,5;-;0,5
Oslo - Blindern;SN18700;18.11.1976;1032,1;-;0,5
Oslo - Blindern;SN18700;19.11.1976;1034,6;-;0,3
Oslo - Blindern;SN18700;20.11.1976;1025,3;-;0
Oslo - Blindern;SN18700;21.11.1976;1008,8;-;2,4
Oslo - Blindern;SN18700;22.11.1976;1003,1;-;2,8
Oslo - Blindern;SN18700;23.11.1976;1008,7;-;1,4
Oslo - Blindern;SN18700;24.11.1976;1010,9;-;0,9
Oslo - Blindern;SN18700;25.11.1976;1008,3;-;1,4
Oslo - Blindern;SN18700;26.11.1976;1000,3;-;0,8
Oslo - Blindern;SN18700;27.11.1976;1000,4;-;2
Oslo - Blindern;SN18700;28.11.1976;997;-;2,7
Oslo - Blindern;SN18700;29.11.1976;991;-;4,1
Oslo - Blindern;SN18700;30.11.1976;985,4;-;1,6
Oslo - Blindern;SN18700;01.12.1976;976,7;-;6
Oslo - Blindern;SN18700;02.12.1976;976,4;-;1,5
Oslo - Blindern;SN18700;03.12.1976;983,8;-;3,1
Oslo - Blindern;SN18700;04.12.1976;971,5;-;6,9
Oslo - Blindern;SN18700;05.12.1976;977,5;-;2,7
Oslo - Blindern;SN18700;06.12.1976;990,7;-;2
Oslo - Blindern;SN18700;07.12.1976;985,8;-;4,3
Oslo - Blindern;SN18700;08.12.1976;993,2;-;2,7
Oslo - Blindern;SN18700;09.12.1976;1001,2;-;1,9
Oslo - Blindern;SN18700;10.12.1976;1003,6;-;0,5
Oslo - Blindern;SN18700;11.12.1976;1012,5;-;2,1
Oslo - Blindern;SN18700;12.12.1976;1026,4;-;6
Oslo - Blindern;SN18700;13.12.1976;1027,6;-;5,7
Oslo - Blindern;SN18700;14.12.1976;1028,4;-;2,4
Oslo - Blindern;SN18700;15.12.1976;1026,5;-;4,5
Oslo - Blindern;SN18700;16.12.1976;1028;-;7,4
Oslo - Blindern;SN18700;17.12.1976;1033,3;-;5
Oslo - Blindern;SN18700;18.12.1976;1027,2;-;4,8
Oslo - Blindern;SN18700;19.12.1976;1027,1;-;1,5
Oslo - Blindern;SN18700;20.12.1976;1031,1;-;0,7
Oslo - Blindern;SN18700;21.12.1976;1025,8;-;2,4
Oslo - Blindern;SN18700;22.12.1976;1025,1;-;5
Oslo - Blindern;SN18700;23.12.1976;1027,2;-;1
Oslo - Blindern;SN18700;24.12.1976;1017,2;-;2,8
Oslo - Blindern;SN18700;25.12.1976;1006,8;-;4,5
Oslo - Blindern;SN18700;26.12.1976;1014,5;-;1
Oslo - Blindern;SN18700;27.12.1976;1001,4;-;8,9
Oslo - Blindern;SN18700;28.12.1976;1002;-;3,1
Oslo - Blindern;SN18700;29.12.1976;1002,9;-;2,1
Oslo - Blindern;SN18700;30.12.1976;1011,5;-;1,4
Oslo - Blindern;SN18700;31.12.1976;1009,8;-;3,9
Oslo - Blindern;SN18700;01.01.1977;1003,4;-;3,5
Oslo - Blindern;SN18700;02.01.1977;1012,5;-;2,1
Oslo - Blindern;SN18700;03.01.1977;1026,2;-;1,4
Oslo - Blindern;SN18700;04.01.1977;1030,6;-;2,1
Oslo - Blindern;SN18700;05.01.1977;1019,4;-;5,7
Oslo - Blindern;SN18700;06.01.1977;1014,4;-;1,4
Oslo - Blindern;SN18700;07.01.1977;1013,1;-;2,2
Oslo - Blindern;SN18700;08.01.1977;1019,2;-;1,2
Oslo - Blindern;SN18700;09.01.1977;1005,7;-;4,5
Oslo - Blindern;SN18700;10.01.1977;1001;-;10,3
Oslo - Blindern;SN18700;11.01.1977;993,4;-;9,6
Oslo - Blindern;SN18700;12.01.1977;1003,6;-;3,6
Oslo - Blindern;SN18700;13.01.1977;1003;-;5
Oslo - Blindern;SN18700;14.01.1977;1017,5;-;4
Oslo - Blindern;SN18700;15.01.1977;1012,3;-;7,5
Oslo - Blindern;SN18700;16.01.1977;1017,9;-;3,6
Oslo - Blindern;SN18700;17.01.1977;1026,9;-;1,4
Oslo - Blindern;SN18700;18.01.1977;1026,1;-;1
Oslo - Blindern;SN18700;19.01.1977;1019;-;1,4
Oslo - Blindern;SN18700;20.01.1977;1019,1;-;2,3
Oslo - Blindern;SN18700;21.01.1977;1022,2;-;1,5
Oslo - Blindern;SN18700;22.01.1977;1013,7;-;2,2
Oslo - Blindern;SN18700;23.01.1977;1009,1;-;1,7
Oslo - Blindern;SN18700;24.01.1977;1012;-;2,2
Oslo - Blindern;SN18700;25.01.1977;1004;-;1,7
Oslo - Blindern;SN18700;26.01.1977;981,8;-;7,6
Oslo - Blindern;SN18700;27.01.1977;988,5;-;5
Oslo - Blindern;SN18700;28.01.1977;1002,1;-;0,7
Oslo - Blindern;SN18700;29.01.1977;1006,4;-;2,9
Oslo - Blindern;SN18700;30.01.1977;1011,4;-;1
Oslo - Blindern;SN18700;31.01.1977;1015,3;-;0,7
Oslo - Blindern;SN18700;01.02.1977;1014,1;-;1,9
Oslo - Blindern;SN18700;02.02.1977;1012,5;-;1,4
Oslo - Blindern;SN18700;03.02.1977;1007,9;-;3,1
Oslo - Blindern;SN18700;04.02.1977;1001,6;-;2,8
Oslo - Blindern;SN18700;05.02.1977;1007,5;-;0,3
Oslo - Blindern;SN18700;06.02.1977;1009,5;-;0,8
Oslo - Blindern;SN18700;07.02.1977;1003,9;-;4,8
Oslo - Blindern;SN18700;08.02.1977;998,8;-;3,9
Oslo - Blindern;SN18700;09.02.1977;1008,9;-;0,8
Oslo - Blindern;SN18700;10.02.1977;1007;-;0,8
Oslo - Blindern;SN18700;11.02.1977;1006;-;2,7
Oslo - Blindern;SN18700;12.02.1977;1012,2;-;6,9
Oslo - Blindern;SN18700;13.02.1977;1018,6;-;4,6
Oslo - Blindern;SN18700;14.02.1977;1021,2;-;1,9
Oslo - Blindern;SN18700;15.02.1977;1019,7;-;2,6
Oslo - Blindern;SN18700;16.02.1977;1016,9;-;1,9
Oslo - Blindern;SN18700;17.02.1977;1017,5;-;0,9
Oslo - Blindern;SN18700;18.02.1977;1014,9;-;3,9
Oslo - Blindern;SN18700;19.02.1977;1003,5;-;6,5
Oslo - Blindern;SN18700;20.02.1977;996,5;-;6,7
Oslo - Blindern;SN18700;21.02.1977;995,8;-;3,1
Oslo - Blindern;SN18700;22.02.1977;1004,1;-;0,3
Oslo - Blindern;SN18700;23.02.1977;1011,8;-;3,4
Oslo - Blindern;SN18700;24.02.1977;1015;-;0,7
Oslo - Blindern;SN18700;25.02.1977;1016,2;-;1,9
Oslo - Blindern;SN18700;26.02.1977;1018,2;-;0
Oslo - Blindern;SN18700;27.02.1977;1022,9;-;3,4
Oslo - Blindern;SN18700;28.02.1977;1020,8;-;1,9
Oslo - Blindern;SN18700;01.03.1977;1022,1;-;1
Oslo - Blindern;SN18700;02.03.1977;1015,7;-;0,3
Oslo - Blindern;SN18700;03.03.1977;999,9;-;3,8
Oslo - Blindern;SN18700;04.03.1977;985,4;-;0,7
Oslo - Blindern;SN18700;05.03.1977;1000,7;-;2,1
Oslo - Blindern;SN18700;06.03.1977;1016,3;-;1,7
Oslo - Blindern;SN18700;07.03.1977;1021,8;-;0,7
Oslo - Blindern;SN18700;08.03.1977;1016,4;-;1,4
Oslo - Blindern;SN18700;09.03.1977;1015,4;-;1,7
Oslo - Blindern;SN18700;10.03.1977;1004,2;-;1,4
Oslo - Blindern;SN18700;11.03.1977;1007,6;-;1,2
Oslo - Blindern;SN18700;12.03.1977;1003,7;-;2,9
Oslo - Blindern;SN18700;13.03.1977;1014,6;-;0,8
Oslo - Blindern;SN18700;14.03.1977;1014,9;-;3,1
Oslo - Blindern;SN18700;15.03.1977;1015;-;1
Oslo - Blindern;SN18700;16.03.1977;1015;-;2,4
Oslo - Blindern;SN18700;17.03.1977;1008,8;-;1,4
Oslo - Blindern;SN18700;18.03.1977;1014,5;-;0,7
Oslo - Blindern;SN18700;19.03.1977;1015,2;-;2,2
Oslo - Blindern;SN18700;20.03.1977;1016,7;-;3,8
Oslo - Blindern;SN18700;21.03.1977;1024,9;-;4,8
Oslo - Blindern;SN18700;22.03.1977;1024,1;-;1
Oslo - Blindern;SN18700;23.03.1977;1027,2;-;1
Oslo - Blindern;SN18700;24.03.1977;1025,7;-;0,7
Oslo - Blindern;SN18700;25.03.1977;1011,7;-;1,7
Oslo - Blindern;SN18700;26.03.1977;1015,3;-;1,5
Oslo - Blindern;SN18700;27.03.1977;1010,3;-;7,9
Oslo - Blindern;SN18700;28.03.1977;1019,1;-;4,8
Oslo - Blindern;SN18700;29.03.1977;1027,1;-;2,8
Oslo - Blindern;SN18700;30.03.1977;1024,7;-;3,6
Oslo - Blindern;SN18700;31.03.1977;1018;-;7
Oslo - Blindern;SN18700;01.04.1977;996,9;-;3,4
Oslo - Blindern;SN18700;02.04.1977;981,5;-;3,4
Oslo - Blindern;SN18700;03.04.1977;999;-;1,4
Oslo - Blindern;SN18700;04.04.1977;1007,6;-;2,8
Oslo - Blindern;SN18700;05.04.1977;997,2;-;1,9
Oslo - Blindern;SN18700;06.04.1977;990,3;-;9,6
Oslo - Blindern;SN18700;07.04.1977;1002,5;-;7,7
Oslo - Blindern;SN18700;08.04.1977;1008,7;-;3,5
Oslo - Blindern;SN18700;09.04.1977;1015,3;-;3,8
Oslo - Blindern;SN18700;10.04.1977;1016,7;-;2,9
Oslo - Blindern;SN18700;11.04.1977;1007,4;-;7,2
Oslo - Blindern;SN18700;12.04.1977;1004,4;-;2,4
Oslo - Blindern;SN18700;13.04.1977;995,1;-;3,8
Oslo - Blindern;SN18700;14.04.1977;997;-;1
Oslo - Blindern;SN18700;15.04.1977;1007,9;-;2,6
Oslo - Blindern;SN18700;16.04.1977;1010,9;-;1,7
Oslo - Blindern;SN18700;17.04.1977;1000,7;-;3,8
Oslo - Blindern;SN18700;18.04.1977;1011;-;7,5
Oslo - Blindern;SN18700;19.04.1977;1018,7;-;4,1
Oslo - Blindern;SN18700;20.04.1977;1014,7;-;2,9
Oslo - Blindern;SN18700;21.04.1977;1001,7;-;1,7
Oslo - Blindern;SN18700;22.04.1977;991,1;-;2,9
Oslo - Blindern;SN18700;23.04.1977;990,1;-;6,3
Oslo - Blindern;SN18700;24.04.1977;994,8;-;6,2
Oslo - Blindern;SN18700;25.04.1977;1008;-;3,2
Oslo - Blindern;SN18700;26.04.1977;1003,9;-;1
Oslo - Blindern;SN18700;27.04.1977;989,8;-;3,8
Oslo - Blindern;SN18700;28.04.1977;1006,7;-;2,9
Oslo - Blindern;SN18700;29.04.1977;1009,9;-;4,6
Oslo - Blindern;SN18700;30.04.1977;1014,8;-;1,2
Oslo - Blindern;SN18700;01.05.1977;1022,2;-;2,1
Oslo - Blindern;SN18700;02.05.1977;1024,5;-;7
Oslo - Blindern;SN18700;03.05.1977;1028,2;-;8,6
Oslo - Blindern;SN18700;04.05.1977;1023,6;-;4,6
Oslo - Blindern;SN18700;05.05.1977;1014,3;-;5,2
Oslo - Blindern;SN18700;06.05.1977;1011,9;-;4,1
Oslo - Blindern;SN18700;07.05.1977;1012,8;-;4,4
Oslo - Blindern;SN18700;08.05.1977;1011;-;1,9
Oslo - Blindern;SN18700;09.05.1977;1008,6;-;2,7
Oslo - Blindern;SN18700;10.05.1977;1006,3;-;2,4
Oslo - Blindern;SN18700;11.05.1977;1001,5;-;2,9
Oslo - Blindern;SN18700;12.05.1977;990,8;-;3,1
Oslo - Blindern;SN18700;13.05.1977;995,1;-;3,9
Oslo - Blindern;SN18700;14.05.1977;1002,1;-;1,4
Oslo - Blindern;SN18700;15.05.1977;1008,4;-;2,8
Oslo - Blindern;SN18700;16.05.1977;1017,9;-;2,9
Oslo - Blindern;SN18700;17.05.1977;1026,1;-;3,6
Oslo - Blindern;SN18700;18.05.1977;1033,7;-;3,1
Oslo - Blindern;SN18700;19.05.1977;1030,5;-;2,2
Oslo - Blindern;SN18700;20.05.1977;1029,1;-;2,2
Oslo - Blindern;SN18700;21.05.1977;1028,8;-;1,7
Oslo - Blindern;SN18700;22.05.1977;1026,6;-;2,1
Oslo - Blindern;SN18700;23.05.1977;1024,6;-;2,1
Oslo - Blindern;SN18700;24.05.1977;1021,8;-;5,8
Oslo - Blindern;SN18700;25.05.1977;1027,1;-;3,4
Oslo - Blindern;SN18700;26.05.1977;1025,5;-;2,4
Oslo - Blindern;SN18700;27.05.1977;1022,5;-;3,6
Oslo - Blindern;SN18700;28.05.1977;1014,2;-;5,2
Oslo - Blindern;SN18700;29.05.1977;1016,1;-;6,7
Oslo - Blindern;SN18700;30.05.1977;1021;-;5,8
Oslo - Blindern;SN18700;31.05.1977;1023;-;1,2
Oslo - Blindern;SN18700;01.06.1977;1021,9;-;1,4
Oslo - Blindern;SN18700;02.06.1977;1021,8;-;2,2
Oslo - Blindern;SN18700;03.06.1977;1013,4;-;5
Oslo - Blindern;SN18700;04.06.1977;1002,6;-;6,4
Oslo - Blindern;SN18700;05.06.1977;993,6;-;2,4
Oslo - Blindern;SN18700;06.06.1977;985,6;-;3,4
Oslo - Blindern;SN18700;07.06.1977;996,4;-;2,6
Oslo - Blindern;SN18700;08.06.1977;1004,5;-;4,1
Oslo - Blindern;SN18700;09.06.1977;1015,8;-;4,5
Oslo - Blindern;SN18700;10.06.1977;1014,9;-;3,6
Oslo - Blindern;SN18700;11.06.1977;1013,3;-;2,9
Oslo - Blindern;SN18700;12.06.1977;1022,7;-;1,2
Oslo - Blindern;SN18700;13.06.1977;1020;-;2,8
Oslo - Blindern;SN18700;14.06.1977;1016,8;-;1,5
Oslo - Blindern;SN18700;15.06.1977;1013,7;-;1,5
Oslo - Blindern;SN18700;16.06.1977;1015,7;-;4,3
Oslo - Blindern;SN18700;17.06.1977;1015,7;-;2,2
Oslo - Blindern;SN18700;18.06.1977;1011,1;-;1,4
Oslo - Blindern;SN18700;19.06.1977;1004;-;3,8
Oslo - Blindern;SN18700;20.06.1977;1013,7;-;3,3
Oslo - Blindern;SN18700;21.06.1977;1016,1;-;2,8
Oslo - Blindern;SN18700;22.06.1977;1019,3;-;3,4
Oslo - Blindern;SN18700;23.06.1977;1014,8;-;3,1
Oslo - Blindern;SN18700;24.06.1977;1009,4;-;3,8
Oslo - Blindern;SN18700;25.06.1977;1005,5;-;3,8
Oslo - Blindern;SN18700;26.06.1977;1000,6;-;2,4
Oslo - Blindern;SN18700;27.06.1977;1004,4;-;1,4
Oslo - Blindern;SN18700;28.06.1977;1004,4;-;3,4
Oslo - Blindern;SN18700;29.06.1977;1004;-;2,1
Oslo - Blindern;SN18700;30.06.1977;1005,9;-;4,8
Oslo - Blindern;SN18700;01.07.1977;1005,1;-;4,1
Oslo - Blindern;SN18700;02.07.1977;1011,2;-;5,3
Oslo - Blindern;SN18700;03.07.1977;1016,4;-;2,4
Oslo - Blindern;SN18700;04.07.1977;1017,3;-;1,9
Oslo - Blindern;SN18700;05.07.1977;1018,8;-;5
Oslo - Blindern;SN18700;06.07.1977;1019;-;5,3
Oslo - Blindern;SN18700;07.07.1977;1019,1;-;3,9
Oslo - Blindern;SN18700;08.07.1977;1018,3;-;3,8
Oslo - Blindern;SN18700;09.07.1977;1018,2;-;1,2
Oslo - Blindern;SN18700;10.07.1977;1016,8;-;2,7
Oslo - Blindern;SN18700;11.07.1977;1016,8;-;2,2
Oslo - Blindern;SN18700;12.07.1977;1012,6;-;2,9
Oslo - Blindern;SN18700;13.07.1977;1010,2;-;7
Oslo - Blindern;SN18700;14.07.1977;1011,4;-;3,9
Oslo - Blindern;SN18700;15.07.1977;1011,8;-;6,4
Oslo - Blindern;SN18700;16.07.1977;1008,4;-;3,3
Oslo - Blindern;SN18700;17.07.1977;1001,3;-;3,4
Oslo - Blindern;SN18700;18.07.1977;992,9;-;2,1
Oslo - Blindern;SN18700;19.07.1977;994;-;2,4
Oslo - Blindern;SN18700;20.07.1977;999,3;-;5,6
Oslo - Blindern;SN18700;21.07.1977;1002,4;-;1,7
Oslo - Blindern;SN18700;22.07.1977;1008,2;-;2,6
Oslo - Blindern;SN18700;23.07.1977;1009,1;-;4,1
Oslo - Blindern;SN18700;24.07.1977;985,9;-;2,2
Oslo - Blindern;SN18700;25.07.1977;988,5;-;0,3
Oslo - Blindern;SN18700;26.07.1977;996,2;-;2,8
Oslo - Blindern;SN18700;27.07.1977;1001,1;-;3,3
Oslo - Blindern;SN18700;28.07.1977;1011,2;-;1,7
Oslo - Blindern;SN18700;29.07.1977;1018,2;-;1,6
Oslo - Blindern;SN18700;30.07.1977;1013,8;-;2,2
Oslo - Blindern;SN18700;31.07.1977;1011,8;-;2,9
Oslo - Blindern;SN18700;01.08.1977;1014,5;-;2,7
Oslo - Blindern;SN18700;02.08.1977;1014,9;-;1,7
Oslo - Blindern;SN18700;03.08.1977;1013,4;-;2,1
Oslo - Blindern;SN18700;04.08.1977;1008,5;-;2,4
Oslo - Blindern;SN18700;05.08.1977;1007,8;-;3,1
Oslo - Blindern;SN18700;06.08.1977;1011,8;-;6,2
Oslo - Blindern;SN18700;07.08.1977;1018,7;-;2,1
Oslo - Blindern;SN18700;08.08.1977;1020,4;-;1,7
Oslo - Blindern;SN18700;09.08.1977;1019,7;-;2,4
Oslo - Blindern;SN18700;10.08.1977;1019,9;-;3,4
Oslo - Blindern;SN18700;11.08.1977;1021,4;-;4,1
Oslo - Blindern;SN18700;12.08.1977;1024,5;-;4,3
Oslo - Blindern;SN18700;13.08.1977;1025,2;-;5,2
Oslo - Blindern;SN18700;14.08.1977;1027;-;3,8
Oslo - Blindern;SN18700;15.08.1977;1029,3;-;2,8
Oslo - Blindern;SN18700;16.08.1977;1024,1;-;1,7
Oslo - Blindern;SN18700;17.08.1977;1018,5;-;2,2
Oslo - Blindern;SN18700;18.08.1977;1014,9;-;3,8
Oslo - Blindern;SN18700;19.08.1977;1015;-;3,8
Oslo - Blindern;SN18700;20.08.1977;1015,5;-;1,7
Oslo - Blindern;SN18700;21.08.1977;1011,7;-;0,3
Oslo - Blindern;SN18700;22.08.1977;1008,2;-;0,7
Oslo - Blindern;SN18700;23.08.1977;1008,6;-;1,9
Oslo - Blindern;SN18700;24.08.1977;1010,7;-;3,3
Oslo - Blindern;SN18700;25.08.1977;1009,2;-;2
Oslo - Blindern;SN18700;26.08.1977;1004,3;-;3,9
Oslo - Blindern;SN18700;27.08.1977;1009,3;-;5,5
Oslo - Blindern;SN18700;28.08.1977;1016,3;-;3,3
Oslo - Blindern;SN18700;29.08.1977;1011,3;-;4,1
Oslo - Blindern;SN18700;30.08.1977;1010,7;-;3,1
Oslo - Blindern;SN18700;31.08.1977;1008,2;-;2,2
Oslo - Blindern;SN18700;01.09.1977;1012,4;-;3,3
Oslo - Blindern;SN18700;02.09.1977;1008;-;4,5
Oslo - Blindern;SN18700;03.09.1977;1010;-;3,3
Oslo - Blindern;SN18700;04.09.1977;1015,4;-;3,4
Oslo - Blindern;SN18700;05.09.1977;1006,9;-;5,5
Oslo - Blindern;SN18700;06.09.1977;1005,8;-;2,8
Oslo - Blindern;SN18700;07.09.1977;1009,2;-;3,4
Oslo - Blindern;SN18700;08.09.1977;1010;-;2,7
Oslo - Blindern;SN18700;09.09.1977;1006,7;-;2,7
Oslo - Blindern;SN18700;10.09.1977;1009,7;-;2,4
Oslo - Blindern;SN18700;11.09.1977;1006,5;-;1,9
Oslo - Blindern;SN18700;12.09.1977;1008,8;-;7
Oslo - Blindern;SN18700;13.09.1977;1024,6;-;1,2
Oslo - Blindern;SN18700;14.09.1977;1004,5;-;6,8
Oslo - Blindern;SN18700;15.09.1977;1001,9;-;6,2
Oslo - Blindern;SN18700;16.09.1977;1015;-;6
Oslo - Blindern;SN18700;17.09.1977;1022,3;-;4,8
Oslo - Blindern;SN18700;18.09.1977;1023,9;-;2,4
Oslo - Blindern;SN18700;19.09.1977;1023,1;-;1,4
Oslo - Blindern;SN18700;20.09.1977;1023,9;-;0,7
Oslo - Blindern;SN18700;21.09.1977;1018,8;-;0,7
Oslo - Blindern;SN18700;22.09.1977;1020;-;3,1
Oslo - Blindern;SN18700;23.09.1977;1024;-;0,5
Oslo - Blindern;SN18700;24.09.1977;1026,2;-;0,7
Oslo - Blindern;SN18700;25.09.1977;1029,3;-;0,8
Oslo - Blindern;SN18700;26.09.1977;1033,5;-;1,5
Oslo - Blindern;SN18700;27.09.1977;1032;-;3,6
Oslo - Blindern;SN18700;28.09.1977;1017;-;3,9
Oslo - Blindern;SN18700;29.09.1977;998,3;-;5
Oslo - Blindern;SN18700;30.09.1977;987,9;-;3,1
Oslo - Blindern;SN18700;01.10.1977;981,4;-;4,1
Oslo - Blindern;SN18700;02.10.1977;997,3;-;2,6
Oslo - Blindern;SN18700;03.10.1977;1005;-;4,3
Oslo - Blindern;SN18700;04.10.1977;1004,7;-;4,8
Oslo - Blindern;SN18700;05.10.1977;996;-;3,4
Oslo - Blindern;SN18700;06.10.1977;1007,5;-;2,8
Oslo - Blindern;SN18700;07.10.1977;1016,7;-;3,4
Oslo - Blindern;SN18700;08.10.1977;1015,7;-;6,9
Oslo - Blindern;SN18700;09.10.1977;1007,4;-;3,3
Oslo - Blindern;SN18700;10.10.1977;1005,7;-;2,8
Oslo - Blindern;SN18700;11.10.1977;1010,7;-;2
Oslo - Blindern;SN18700;12.10.1977;1014,6;-;0,7
