Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn);Middeltemperatur (døgn);Maksimumstemperatur (døgn)
Oslo - Blindern;SN18700;17.02.1938;-9,1;-3,9;2,1
Oslo - Blindern;SN18700;18.02.1938;-7,1;0,9;7,5
Oslo - Blindern;SN18700;19.02.1938;-3,6;-0,2;5,6
Oslo - Blindern;SN18700;20.02.1938;-4,8;0;6,1
Oslo - Blindern;SN18700;21.02.1938;-6;-2,9;1,4
Oslo - Blindern;SN18700;22.02.1938;-6,8;-0,5;5,8
Oslo - Blindern;SN18700;23.02.1938;-8,8;-3,8;0,9
Oslo - Blindern;SN18700;24.02.1938;-7,8;-2,6;5,3
Oslo - Blindern;SN18700;25.02.1938;-7,9;-3;-1
Oslo - Blindern;SN18700;26.02.1938;-1,3;1,2;2,2
Oslo - Blindern;SN18700;27.02.1938;1,2;1,8;2,6
Oslo - Blindern;SN18700;28.02.1938;0,8;1,5;2,7
Oslo - Blindern;SN18700;01.03.1938;0,8;3,2;5,4
Oslo - Blindern;SN18700;02.03.1938;-3,7;2;9,6
Oslo - Blindern;SN18700;03.03.1938;-2,5;4,1;8,4
Oslo - Blindern;SN18700;04.03.1938;2,4;7;9
Oslo - Blindern;SN18700;05.03.1938;-1,3;4,9;11,6
Oslo - Blindern;SN18700;06.03.1938;2;4,1;9
Oslo - Blindern;SN18700;07.03.1938;-2,9;1,2;5,4
Oslo - Blindern;SN18700;08.03.1938;-3,6;-0,3;1,8
Oslo - Blindern;SN18700;09.03.1938;-2,6;4,6;10,1
Oslo - Blindern;SN18700;10.03.1938;-1,6;4,9;9,3
Oslo - Blindern;SN18700;11.03.1938;-3,6;3;8,7
Oslo - Blindern;SN18700;12.03.1938;-2;2,3;7,8
Oslo - Blindern;SN18700;13.03.1938;-3,6;0,8;6,1
Oslo - Blindern;SN18700;14.03.1938;-1,1;2,7;7,1
Oslo - Blindern;SN18700;15.03.1938;0,2;4,5;9,1
Oslo - Blindern;SN18700;16.03.1938;0,4;4;7,2
Oslo - Blindern;SN18700;17.03.1938;2,2;8,4;12,9
Oslo - Blindern;SN18700;18.03.1938;2,2;6,1;10,7
Oslo - Blindern;SN18700;19.03.1938;4,5;8,2;12,9
Oslo - Blindern;SN18700;20.03.1938;1,3;5,8;8,9
Oslo - Blindern;SN18700;21.03.1938;2,7;5,6;7,6
Oslo - Blindern;SN18700;22.03.1938;-0,8;5,9;11,7
Oslo - Blindern;SN18700;23.03.1938;-4,3;4,2;11,2
Oslo - Blindern;SN18700;24.03.1938;3,5;6,6;9
Oslo - Blindern;SN18700;25.03.1938;5,2;6,9;10,6
Oslo - Blindern;SN18700;26.03.1938;-2,1;1,7;5,8
Oslo - Blindern;SN18700;27.03.1938;-2,8;1,6;5,4
Oslo - Blindern;SN18700;28.03.1938;-6,8;1,4;6,3
Oslo - Blindern;SN18700;29.03.1938;0,2;6,9;13,1
Oslo - Blindern;SN18700;30.03.1938;3,3;6,6;10,2
Oslo - Blindern;SN18700;31.03.1938;-0,8;1,9;5,8
Oslo - Blindern;SN18700;01.04.1938;-3,3;3,8;10,3
Oslo - Blindern;SN18700;02.04.1938;-1,8;1,4;5,8
Oslo - Blindern;SN18700;03.04.1938;-0,4;1,1;5,7
Oslo - Blindern;SN18700;04.04.1938;-2,3;0,9;5,3
Oslo - Blindern;SN18700;05.04.1938;-5,7;3,3;11,1
Oslo - Blindern;SN18700;06.04.1938;2,2;8,3;14,2
Oslo - Blindern;SN18700;07.04.1938;3,2;4,9;10,8
Oslo - Blindern;SN18700;08.04.1938;1,9;4,4;8,1
Oslo - Blindern;SN18700;09.04.1938;-0,9;3,7;8,1
Oslo - Blindern;SN18700;10.04.1938;-3,8;5,3;10,8
Oslo - Blindern;SN18700;11.04.1938;0,2;9,4;17,3
Oslo - Blindern;SN18700;12.04.1938;1,7;10;15,5
Oslo - Blindern;SN18700;13.04.1938;3,2;11;16,5
Oslo - Blindern;SN18700;14.04.1938;5,7;11,1;17,8
Oslo - Blindern;SN18700;15.04.1938;6,2;7,9;13,1
Oslo - Blindern;SN18700;16.04.1938;0,5;5,9;11,2
Oslo - Blindern;SN18700;17.04.1938;-3,4;1,1;8,3
Oslo - Blindern;SN18700;18.04.1938;-1,9;3;7,7
Oslo - Blindern;SN18700;19.04.1938;-1,3;2,9;7,6
Oslo - Blindern;SN18700;20.04.1938;-5,5;2,6;8,8
Oslo - Blindern;SN18700;21.04.1938;-2,6;3,9;8,9
Oslo - Blindern;SN18700;22.04.1938;2,7;6,7;11,8
Oslo - Blindern;SN18700;23.04.1938;0,4;5,9;9,9
Oslo - Blindern;SN18700;24.04.1938;-1,1;7,5;13,7
Oslo - Blindern;SN18700;25.04.1938;-0,3;7,5;13,2
Oslo - Blindern;SN18700;26.04.1938;1,2;9,7;15,4
Oslo - Blindern;SN18700;27.04.1938;4,6;9,6;14,9
Oslo - Blindern;SN18700;28.04.1938;3,1;6,6;11,3
Oslo - Blindern;SN18700;29.04.1938;3,1;6,1;8,8
Oslo - Blindern;SN18700;30.04.1938;2,6;6,9;10,7
Oslo - Blindern;SN18700;01.05.1938;0,1;7,7;14,2
Oslo - Blindern;SN18700;02.05.1938;2,2;9,4;15,3
Oslo - Blindern;SN18700;03.05.1938;1,2;8,7;16
Oslo - Blindern;SN18700;04.05.1938;0,3;10,6;19,3
Oslo - Blindern;SN18700;05.05.1938;4,7;9,3;15,6
Oslo - Blindern;SN18700;06.05.1938;2,1;7;12,7
Oslo - Blindern;SN18700;07.05.1938;0,4;1,7;8,3
Oslo - Blindern;SN18700;08.05.1938;0,3;4,6;8
Oslo - Blindern;SN18700;09.05.1938;-1,9;3,1;7,6
Oslo - Blindern;SN18700;10.05.1938;0,5;4,7;9
Oslo - Blindern;SN18700;11.05.1938;-0,9;5,7;10,7
Oslo - Blindern;SN18700;12.05.1938;5,1;7,3;9,7
Oslo - Blindern;SN18700;13.05.1938;7;9,8;14,9
Oslo - Blindern;SN18700;14.05.1938;4,2;10,3;15,9
Oslo - Blindern;SN18700;15.05.1938;8;12,5;18,2
Oslo - Blindern;SN18700;16.05.1938;8,1;13,9;21,6
Oslo - Blindern;SN18700;17.05.1938;9,6;14,3;18,8
Oslo - Blindern;SN18700;18.05.1938;2,4;10,2;16,6
Oslo - Blindern;SN18700;19.05.1938;5,6;7,6;12,9
Oslo - Blindern;SN18700;20.05.1938;4,1;8,9;14,5
Oslo - Blindern;SN18700;21.05.1938;4;11,2;17,5
Oslo - Blindern;SN18700;22.05.1938;2,1;10;16,6
Oslo - Blindern;SN18700;23.05.1938;4,6;10,2;15,6
Oslo - Blindern;SN18700;24.05.1938;5,1;11,1;17,3
Oslo - Blindern;SN18700;25.05.1938;8;9,2;12,3
Oslo - Blindern;SN18700;26.05.1938;6,9;10,7;15
Oslo - Blindern;SN18700;27.05.1938;4,4;10;15,5
Oslo - Blindern;SN18700;28.05.1938;5,2;14,3;20,4
Oslo - Blindern;SN18700;29.05.1938;8;12,2;18,2
Oslo - Blindern;SN18700;30.05.1938;8;9,2;12,3
Oslo - Blindern;SN18700;31.05.1938;8,3;11,2;15,1
Oslo - Blindern;SN18700;01.06.1938;8;9;14,3
Oslo - Blindern;SN18700;02.06.1938;8,3;10,2;12,4
Oslo - Blindern;SN18700;03.06.1938;9,6;11,9;14,4
Oslo - Blindern;SN18700;04.06.1938;8,5;10,7;14,2
Oslo - Blindern;SN18700;05.06.1938;8,7;13,8;18,6
Oslo - Blindern;SN18700;06.06.1938;10,2;14,4;19,5
Oslo - Blindern;SN18700;07.06.1938;8;13,9;17,8
Oslo - Blindern;SN18700;08.06.1938;12,1;13,8;16,3
Oslo - Blindern;SN18700;09.06.1938;13,1;15,6;18,6
Oslo - Blindern;SN18700;10.06.1938;11;13,3;18,3
Oslo - Blindern;SN18700;11.06.1938;5,4;13,2;18,3
Oslo - Blindern;SN18700;12.06.1938;8;13,4;18
Oslo - Blindern;SN18700;13.06.1938;8,7;13,6;18,4
Oslo - Blindern;SN18700;14.06.1938;8,9;13,3;17,4
Oslo - Blindern;SN18700;15.06.1938;7,5;13,5;19,5
Oslo - Blindern;SN18700;16.06.1938;9,4;14,7;19,6
Oslo - Blindern;SN18700;17.06.1938;5,5;16,1;23,7
Oslo - Blindern;SN18700;18.06.1938;9,4;17;23,2
Oslo - Blindern;SN18700;19.06.1938;11,3;13,8;20,1
Oslo - Blindern;SN18700;20.06.1938;10;14,2;19,1
Oslo - Blindern;SN18700;21.06.1938;4,2;13,8;21
Oslo - Blindern;SN18700;22.06.1938;11,2;15,1;19,2
Oslo - Blindern;SN18700;23.06.1938;6,2;14;19,4
Oslo - Blindern;SN18700;24.06.1938;7,6;14;19,4
Oslo - Blindern;SN18700;25.06.1938;6,5;10,3;17,2
Oslo - Blindern;SN18700;26.06.1938;10;13,6;17,4
Oslo - Blindern;SN18700;27.06.1938;4,8;10,6;16,7
Oslo - Blindern;SN18700;28.06.1938;8,7;11,4;13,4
Oslo - Blindern;SN18700;29.06.1938;8,8;11,6;16,4
Oslo - Blindern;SN18700;30.06.1938;6,7;13;17,9
Oslo - Blindern;SN18700;01.07.1938;7,2;13,1;18
Oslo - Blindern;SN18700;02.07.1938;11,1;13,9;17,4
Oslo - Blindern;SN18700;03.07.1938;8,7;15;20,5
Oslo - Blindern;SN18700;04.07.1938;10;14,2;18,1
Oslo - Blindern;SN18700;05.07.1938;10,1;12,5;16,6
Oslo - Blindern;SN18700;06.07.1938;9,4;13,7;18
Oslo - Blindern;SN18700;07.07.1938;8,6;15,3;20,8
Oslo - Blindern;SN18700;08.07.1938;10,2;17,1;22,2
Oslo - Blindern;SN18700;09.07.1938;14,3;15,1;21
Oslo - Blindern;SN18700;10.07.1938;10,3;15,7;20,1
Oslo - Blindern;SN18700;11.07.1938;10,8;13,9;17,3
Oslo - Blindern;SN18700;12.07.1938;10,8;14,6;19,5
Oslo - Blindern;SN18700;13.07.1938;9,3;14,3;18,3
Oslo - Blindern;SN18700;14.07.1938;11,8;15,3;20,5
Oslo - Blindern;SN18700;15.07.1938;12,6;16,1;19,1
Oslo - Blindern;SN18700;16.07.1938;14;17,2;20
Oslo - Blindern;SN18700;17.07.1938;13,7;18,7;24,3
Oslo - Blindern;SN18700;18.07.1938;13,6;16,3;21,2
Oslo - Blindern;SN18700;19.07.1938;11,6;17,1;22
Oslo - Blindern;SN18700;20.07.1938;11,2;18,5;24,2
Oslo - Blindern;SN18700;21.07.1938;12,4;17,4;24,7
Oslo - Blindern;SN18700;22.07.1938;16,8;22,9;26,7
Oslo - Blindern;SN18700;23.07.1938;15,5;19,9;27,1
Oslo - Blindern;SN18700;24.07.1938;15,8;20,1;24,4
Oslo - Blindern;SN18700;25.07.1938;17,2;19,2;25,1
Oslo - Blindern;SN18700;26.07.1938;15,6;19;23,8
Oslo - Blindern;SN18700;27.07.1938;15,8;17,4;19,1
Oslo - Blindern;SN18700;28.07.1938;15,3;18,1;22,5
Oslo - Blindern;SN18700;29.07.1938;12,2;16,7;20,7
Oslo - Blindern;SN18700;30.07.1938;9,8;15;18,2
Oslo - Blindern;SN18700;31.07.1938;16,3;18;21,7
Oslo - Blindern;SN18700;01.08.1938;13,1;19,7;25,2
Oslo - Blindern;SN18700;02.08.1938;8,8;18,4;25,5
Oslo - Blindern;SN18700;03.08.1938;12,4;18,8;24,1
Oslo - Blindern;SN18700;04.08.1938;8,6;17,9;24,7
Oslo - Blindern;SN18700;05.08.1938;11,1;18,8;25,7
Oslo - Blindern;SN18700;06.08.1938;13,1;20;26,7
Oslo - Blindern;SN18700;07.08.1938;12,1;21,7;29
Oslo - Blindern;SN18700;08.08.1938;13,2;22,7;29,8
Oslo - Blindern;SN18700;09.08.1938;14,8;23;30,5
Oslo - Blindern;SN18700;10.08.1938;14,8;21,8;30,3
Oslo - Blindern;SN18700;11.08.1938;16,1;21,8;27,6
Oslo - Blindern;SN18700;12.08.1938;15,2;20,9;27
Oslo - Blindern;SN18700;13.08.1938;13,9;20,7;26,5
Oslo - Blindern;SN18700;14.08.1938;13,4;20,2;26,5
Oslo - Blindern;SN18700;15.08.1938;14,6;17,1;22,1
Oslo - Blindern;SN18700;16.08.1938;8;13,6;18,5
Oslo - Blindern;SN18700;17.08.1938;13,3;15,8;19
Oslo - Blindern;SN18700;18.08.1938;11,8;15,6;21,6
Oslo - Blindern;SN18700;19.08.1938;8,8;14,1;18,5
Oslo - Blindern;SN18700;20.08.1938;9,5;12,6;17,3
Oslo - Blindern;SN18700;21.08.1938;4,9;12,2;19,7
Oslo - Blindern;SN18700;22.08.1938;7,7;13,6;19,8
Oslo - Blindern;SN18700;23.08.1938;4,1;13,4;21,1
Oslo - Blindern;SN18700;24.08.1938;6,1;14,9;22,9
Oslo - Blindern;SN18700;25.08.1938;10,1;14,1;18,3
Oslo - Blindern;SN18700;26.08.1938;13,2;16,9;21,4
Oslo - Blindern;SN18700;27.08.1938;14,8;16,2;18
Oslo - Blindern;SN18700;28.08.1938;12,9;15,6;19,9
Oslo - Blindern;SN18700;29.08.1938;14,2;15,7;19,7
Oslo - Blindern;SN18700;30.08.1938;14;18,2;23
Oslo - Blindern;SN18700;31.08.1938;16,7;17,6;20
Oslo - Blindern;SN18700;01.09.1938;14,4;16,2;19,1
Oslo - Blindern;SN18700;02.09.1938;12;13,2;15,8
Oslo - Blindern;SN18700;03.09.1938;10,9;13,5;16,5
Oslo - Blindern;SN18700;04.09.1938;7,7;12,3;16,9
Oslo - Blindern;SN18700;05.09.1938;9,8;15;18,3
Oslo - Blindern;SN18700;06.09.1938;8,1;14,8;19,2
Oslo - Blindern;SN18700;07.09.1938;12,7;14,8;16,9
Oslo - Blindern;SN18700;08.09.1938;12,1;15,9;19,6
Oslo - Blindern;SN18700;09.09.1938;8,2;15,3;20,8
Oslo - Blindern;SN18700;10.09.1938;6,6;13;18,3
Oslo - Blindern;SN18700;11.09.1938;9,7;14,7;19,3
Oslo - Blindern;SN18700;12.09.1938;6;12,1;15,3
Oslo - Blindern;SN18700;13.09.1938;9,1;12,6;15,6
Oslo - Blindern;SN18700;14.09.1938;1,3;9,1;15,2
Oslo - Blindern;SN18700;15.09.1938;-1;7;12,5
Oslo - Blindern;SN18700;16.09.1938;-2;7,1;12,3
Oslo - Blindern;SN18700;17.09.1938;6,1;9,3;10,8
Oslo - Blindern;SN18700;18.09.1938;9,7;12,6;14,1
Oslo - Blindern;SN18700;19.09.1938;7,9;9;13,1
Oslo - Blindern;SN18700;20.09.1938;9,1;12,7;14,3
Oslo - Blindern;SN18700;21.09.1938;13,4;15,1;16,8
Oslo - Blindern;SN18700;22.09.1938;13,5;14,7;16,4
Oslo - Blindern;SN18700;23.09.1938;12,1;14,2;16,7
Oslo - Blindern;SN18700;24.09.1938;9,3;13,7;18,9
Oslo - Blindern;SN18700;25.09.1938;8,1;13,9;18,4
Oslo - Blindern;SN18700;26.09.1938;13;14,4;16,6
Oslo - Blindern;SN18700;27.09.1938;13,2;13,9;15
Oslo - Blindern;SN18700;28.09.1938;9,1;13,5;19,3
Oslo - Blindern;SN18700;29.09.1938;10,1;14,5;19,5
Oslo - Blindern;SN18700;30.09.1938;8,4;13,3;18,8
Oslo - Blindern;SN18700;01.10.1938;8,3;10;12,2
Oslo - Blindern;SN18700;02.10.1938;10,8;13,4;15,5
Oslo - Blindern;SN18700;03.10.1938;10,4;11,4;13,1
Oslo - Blindern;SN18700;04.10.1938;7,8;8,8;10,3
Oslo - Blindern;SN18700;05.10.1938;7,8;10,3;13,4
Oslo - Blindern;SN18700;06.10.1938;6,6;7,4;8,8
Oslo - Blindern;SN18700;07.10.1938;0,5;7,1;10,6
Oslo - Blindern;SN18700;08.10.1938;7,7;8,1;9,6
Oslo - Blindern;SN18700;09.10.1938;0,6;6,2;9,6
Oslo - Blindern;SN18700;10.10.1938;6,4;9,1;13,5
Oslo - Blindern;SN18700;11.10.1938;1;6,2;11,4
Oslo - Blindern;SN18700;12.10.1938;-0,2;6,8;13,3
Oslo - Blindern;SN18700;13.10.1938;5;7,6;8,6
Oslo - Blindern;SN18700;14.10.1938;8,8;10,2;12,7
Oslo - Blindern;SN18700;15.10.1938;3,7;7,5;11,8
Oslo - Blindern;SN18700;16.10.1938;3,2;6,7;9
Oslo - Blindern;SN18700;17.10.1938;7,2;9,4;12
Oslo - Blindern;SN18700;18.10.1938;3,4;6,6;10,1
Oslo - Blindern;SN18700;19.10.1938;1,3;7,3;12,6
Oslo - Blindern;SN18700;20.10.1938;0,3;7;14,3
Oslo - Blindern;SN18700;21.10.1938;1,2;6;11,6
Oslo - Blindern;SN18700;22.10.1938;2,8;6,3;7,7
Oslo - Blindern;SN18700;23.10.1938;4,3;5,5;7,7
Oslo - Blindern;SN18700;24.10.1938;2,3;5,3;7,1
Oslo - Blindern;SN18700;25.10.1938;3,7;6,1;8,5
Oslo - Blindern;SN18700;26.10.1938;5,2;5,6;6,7
Oslo - Blindern;SN18700;27.10.1938;4,3;5,2;5,5
Oslo - Blindern;SN18700;28.10.1938;5;5,9;8,4
Oslo - Blindern;SN18700;29.10.1938;0,2;2,3;5,7
Oslo - Blindern;SN18700;30.10.1938;1,5;5,1;6,3
Oslo - Blindern;SN18700;31.10.1938;1,7;4,7;7,9
Oslo - Blindern;SN18700;01.11.1938;0,2;7,8;9,2
Oslo - Blindern;SN18700;02.11.1938;1,2;3,2;9,3
Oslo - Blindern;SN18700;03.11.1938;1,4;3,8;6,1
Oslo - Blindern;SN18700;04.11.1938;-0,2;2,6;5,6
Oslo - Blindern;SN18700;05.11.1938;-1,6;2,7;7,4
Oslo - Blindern;SN18700;06.11.1938;0,3;2,8;4,6
Oslo - Blindern;SN18700;07.11.1938;3,8;6,1;9,1
Oslo - Blindern;SN18700;08.11.1938;2,2;5,2;8,3
Oslo - Blindern;SN18700;09.11.1938;-3;0;4,9
Oslo - Blindern;SN18700;10.11.1938;-3,2;0,3;1,1
Oslo - Blindern;SN18700;11.11.1938;0,9;4,4;5,9
Oslo - Blindern;SN18700;12.11.1938;5,6;5,9;6,5
Oslo - Blindern;SN18700;13.11.1938;5,8;10,3;10,8
Oslo - Blindern;SN18700;14.11.1938;9,9;10,6;11,8
Oslo - Blindern;SN18700;15.11.1938;0,8;3,2;10
Oslo - Blindern;SN18700;16.11.1938;-2,6;-0,8;1,7
Oslo - Blindern;SN18700;17.11.1938;-4,9;-2,1;-0,4
Oslo - Blindern;SN18700;18.11.1938;-0,6;2,4;4,2
Oslo - Blindern;SN18700;19.11.1938;-0,5;6,2;8,1
Oslo - Blindern;SN18700;20.11.1938;0;2,4;5,3
Oslo - Blindern;SN18700;21.11.1938;1,2;5;7,1
Oslo - Blindern;SN18700;22.11.1938;2,9;3,9;7,6
Oslo - Blindern;SN18700;23.11.1938;-2,8;0,4;3,7
Oslo - Blindern;SN18700;24.11.1938;0,7;3;3,9
Oslo - Blindern;SN18700;25.11.1938;-1,6;1,2;4,1
Oslo - Blindern;SN18700;26.11.1938;-0,6;5;8,6
Oslo - Blindern;SN18700;27.11.1938;3,8;5;8,2
Oslo - Blindern;SN18700;28.11.1938;2,3;5,5;7,1
Oslo - Blindern;SN18700;29.11.1938;1,9;5,6;6,6
Oslo - Blindern;SN18700;30.11.1938;2,1;3,4;6,6
Oslo - Blindern;SN18700;01.12.1938;3,3;4;5,2
Oslo - Blindern;SN18700;02.12.1938;3,3;4,1;5,7
Oslo - Blindern;SN18700;03.12.1938;0,7;2,1;3,9
Oslo - Blindern;SN18700;04.12.1938;-1,2;-0,2;1,1
Oslo - Blindern;SN18700;05.12.1938;-0,2;1,7;3,6
Oslo - Blindern;SN18700;06.12.1938;-2,5;0,1;2,2
Oslo - Blindern;SN18700;07.12.1938;-5;0,1;1,2
Oslo - Blindern;SN18700;08.12.1938;1,1;5;5,8
Oslo - Blindern;SN18700;09.12.1938;2,4;3,7;5,6
Oslo - Blindern;SN18700;10.12.1938;0,6;3,9;5,2
Oslo - Blindern;SN18700;11.12.1938;3,5;3,8;4,5
Oslo - Blindern;SN18700;12.12.1938;3,7;3,7;4,2
Oslo - Blindern;SN18700;13.12.1938;3,2;3,2;4,2
Oslo - Blindern;SN18700;14.12.1938;1,9;2,4;3,5
Oslo - Blindern;SN18700;15.12.1938;0,2;0,6;1,9
Oslo - Blindern;SN18700;16.12.1938;-1,2;-0,8;1
Oslo - Blindern;SN18700;17.12.1938;-4,4;-3,6;-1,1
Oslo - Blindern;SN18700;18.12.1938;-9,7;-6,1;-3,7
Oslo - Blindern;SN18700;19.12.1938;-10,6;-7,3;-6,1
Oslo - Blindern;SN18700;20.12.1938;-9,6;-6,9;-6,5
Oslo - Blindern;SN18700;21.12.1938;-7,1;-5,2;-3,9
Oslo - Blindern;SN18700;22.12.1938;-4,6;-1,3;0,4
Oslo - Blindern;SN18700;23.12.1938;-8,4;-5,6;-1,1
Oslo - Blindern;SN18700;24.12.1938;-9,2;-6,7;-6
Oslo - Blindern;SN18700;25.12.1938;-15,5;-10,9;-6,7
Oslo - Blindern;SN18700;26.12.1938;-20,6;-13,4;-8,6
Oslo - Blindern;SN18700;27.12.1938;-12,6;-8,7;-8,4
Oslo - Blindern;SN18700;28.12.1938;-11,1;-8;-6,2
Oslo - Blindern;SN18700;29.12.1938;-12,1;-6,7;-4,8
Oslo - Blindern;SN18700;30.12.1938;-5,1;-3,3;-2,7
Oslo - Blindern;SN18700;31.12.1938;-2,9;-1,6;-0,8
Oslo - Blindern;SN18700;01.01.1939;-2,1;-1,8;-0,4
Oslo - Blindern;SN18700;02.01.1939;-2,9;-2,1;-0,9
Oslo - Blindern;SN18700;03.01.1939;-2,9;-2,6;-1,7
Oslo - Blindern;SN18700;04.01.1939;-4,9;-4;-2,4
Oslo - Blindern;SN18700;05.01.1939;-9,3;-7,5;-4,2
Oslo - Blindern;SN18700;06.01.1939;-13,7;-10,2;-7,1
Oslo - Blindern;SN18700;07.01.1939;-20,4;-15,1;-12,3
Oslo - Blindern;SN18700;08.01.1939;-13,9;-7,2;-6,2
Oslo - Blindern;SN18700;09.01.1939;-6,7;-3,9;-2,3
Oslo - Blindern;SN18700;10.01.1939;-2,7;-2,4;-1,5
Oslo - Blindern;SN18700;11.01.1939;-4,4;-3,5;-2
Oslo - Blindern;SN18700;12.01.1939;-3,9;-2,4;-1,5
Oslo - Blindern;SN18700;13.01.1939;-1,7;0,7;1,5
Oslo - Blindern;SN18700;14.01.1939;-1,1;0;1,5
Oslo - Blindern;SN18700;15.01.1939;-9,4;-6,2;-0,7
Oslo - Blindern;SN18700;16.01.1939;-3,8;0,6;2,3
Oslo - Blindern;SN18700;17.01.1939;0,7;2,2;3,4
Oslo - Blindern;SN18700;18.01.1939;-4,5;-2,1;2,3
Oslo - Blindern;SN18700;19.01.1939;-15,6;-11,6;-3,7
Oslo - Blindern;SN18700;20.01.1939;-16,5;-8,4;-4,6
Oslo - Blindern;SN18700;21.01.1939;-4,8;0,2;1,8
Oslo - Blindern;SN18700;22.01.1939;0,8;1,1;1,7
Oslo - Blindern;SN18700;23.01.1939;1;1,4;1,9
Oslo - Blindern;SN18700;24.01.1939;0,4;0,8;2
Oslo - Blindern;SN18700;25.01.1939;-1,2;-0,7;1,1
Oslo - Blindern;SN18700;26.01.1939;-2;-1,1;-0,4
Oslo - Blindern;SN18700;27.01.1939;-2,9;-2,4;-0,5
Oslo - Blindern;SN18700;28.01.1939;-8,3;-4,5;-1,1
Oslo - Blindern;SN18700;29.01.1939;-12,8;-10,3;-7,9
Oslo - Blindern;SN18700;30.01.1939;-11,5;-7,2;-5,1
Oslo - Blindern;SN18700;31.01.1939;-11,2;-7,9;-5,3
Oslo - Blindern;SN18700;01.02.1939;-15,5;-10,3;-6,1
Oslo - Blindern;SN18700;02.02.1939;-13,3;-9,6;-7,2
Oslo - Blindern;SN18700;03.02.1939;-13,3;-8,5;-6,2
Oslo - Blindern;SN18700;04.02.1939;-9,8;-5,2;-3,2
Oslo - Blindern;SN18700;05.02.1939;-6,9;-1,5;0,3
Oslo - Blindern;SN18700;06.02.1939;-3,3;1,5;4,9
Oslo - Blindern;SN18700;07.02.1939;1,1;3;5,3
Oslo - Blindern;SN18700;08.02.1939;-0,9;4,9;11,4
Oslo - Blindern;SN18700;09.02.1939;2,2;2,9;5,2
Oslo - Blindern;SN18700;10.02.1939;-1,3;0,9;3,2
Oslo - Blindern;SN18700;11.02.1939;0;6,4;12,7
Oslo - Blindern;SN18700;12.02.1939;1;3,6;7,8
Oslo - Blindern;SN18700;13.02.1939;-2,3;-0,4;4,2
Oslo - Blindern;SN18700;14.02.1939;-7,1;-2,2;0
Oslo - Blindern;SN18700;15.02.1939;-4,1;-0,5;2,2
Oslo - Blindern;SN18700;16.02.1939;-0,1;3,3;6
Oslo - Blindern;SN18700;17.02.1939;-3,6;0,3;4,5
Oslo - Blindern;SN18700;18.02.1939;-4,2;-0,7;3,6
Oslo - Blindern;SN18700;19.02.1939;0,5;1,3;2,7
Oslo - Blindern;SN18700;20.02.1939;-5,9;-2,2;1,8
Oslo - Blindern;SN18700;21.02.1939;-10,7;-3,9;1,7
Oslo - Blindern;SN18700;22.02.1939;-6,1;-1,7;-0,3
Oslo - Blindern;SN18700;23.02.1939;-3;-1,1;0,3
Oslo - Blindern;SN18700;24.02.1939;-0,6;1,3;1,7
Oslo - Blindern;SN18700;25.02.1939;0,2;1;1,6
Oslo - Blindern;SN18700;26.02.1939;0,1;1,5;2,7
Oslo - Blindern;SN18700;27.02.1939;0,1;1,9;3,9
Oslo - Blindern;SN18700;28.02.1939;0,1;2,6;3,2
Oslo - Blindern;SN18700;01.03.1939;0,4;1,3;3,4
Oslo - Blindern;SN18700;02.03.1939;-2,5;-0,2;1,6
Oslo - Blindern;SN18700;03.03.1939;-0,5;2,5;3,7
Oslo - Blindern;SN18700;04.03.1939;1,9;2,6;3,2
Oslo - Blindern;SN18700;05.03.1939;-0,5;0,5;3,2
Oslo - Blindern;SN18700;06.03.1939;-0,7;1;2,2
Oslo - Blindern;SN18700;07.03.1939;-1,7;2,5;8,2
Oslo - Blindern;SN18700;08.03.1939;-2,9;3,6;10
Oslo - Blindern;SN18700;09.03.1939;-2;2,7;7,7
Oslo - Blindern;SN18700;10.03.1939;-0,3;3;5,9
Oslo - Blindern;SN18700;11.03.1939;-6,7;-1;4
Oslo - Blindern;SN18700;12.03.1939;-9,3;-1,7;2,7
Oslo - Blindern;SN18700;13.03.1939;-8,5;0,5;6,2
Oslo - Blindern;SN18700;14.03.1939;-2,7;1,4;6,8
Oslo - Blindern;SN18700;15.03.1939;-4,6;-0,3;3,8
Oslo - Blindern;SN18700;16.03.1939;-7,6;-2,7;0,5
Oslo - Blindern;SN18700;17.03.1939;-9,8;-4,9;-1,4
Oslo - Blindern;SN18700;18.03.1939;-16,1;-6,3;-1,3
Oslo - Blindern;SN18700;19.03.1939;-4,6;-0,1;3,1
Oslo - Blindern;SN18700;20.03.1939;-5,6;0,3;3,5
Oslo - Blindern;SN18700;21.03.1939;-4;-0,2;2,5
Oslo - Blindern;SN18700;22.03.1939;-2;-1,2;1,6
Oslo - Blindern;SN18700;23.03.1939;-4,2;-1,7;0,8
Oslo - Blindern;SN18700;24.03.1939;-4,1;-1,7;0,9
Oslo - Blindern;SN18700;25.03.1939;-5,5;-1,1;1,8
Oslo - Blindern;SN18700;26.03.1939;-3,3;-0,4;1,2
Oslo - Blindern;SN18700;27.03.1939;-0,8;0,9;2,4
Oslo - Blindern;SN18700;28.03.1939;-0,4;1,4;2,5
Oslo - Blindern;SN18700;29.03.1939;-0,6;2,7;5,9
Oslo - Blindern;SN18700;30.03.1939;-3,2;5,4;11,9
Oslo - Blindern;SN18700;31.03.1939;-2,7;3,3;7,9
